ship_mode,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order ID,Order Date,,,
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-1618-475,Office Supplies,Art,Newell 322,2905.9238,5,0.8,-1010.5254,US-2021-854142,03-09-2021,,,
Standard Class,Corporate,United States,San Francisco,California,94109,West,FUR-CH-6051-287,Furniture,Chairs,Logitech Wireless Mouse,2298.1637,14,0.2,16.857,US-2020-239068,24-07-2020,,,
First Class,Consumer,United States,San Francisco,California,94109,West,TEC-CO-7390-961,Technology,Copiers,Bretford Conference Table,1023.9215,11,0.1,-236.4224,US-2024-851893,20-12-2022,,,
Same Day,Home Office,United States,San Francisco,California,94109,West,FUR-CH-8358-219,Furniture,Chairs,Fellowes Binder,478.825,8,0,-121.9961,US-2024-824227,27-03-2024,,,
Second Class,Consumer,United States,Columbus,Ohio,43229,East,TEC-MA-2737-643,Technology,Machines,Eldon Fold N Roll Cart,1564.8971,7,0.8,-813.0395,US-2021-599039,07-04-2022,,,
Standard Class,Corporate,United States,San Francisco,California,94109,West,TEC-MA-2499-101,Technology,Machines,Newell 322,2439.1599,4,0,-1366.0613,US-2023-397332,14-05-2024,,,
Same Day,Corporate,United States,Fort Lauderdale,Florida,33311,South,OFF-AP-5673-910,Office Supplies,Appliances,Fellowes Binder,1606.5197,12,0.3,-865.9571,US-2024-912649,25-05-2024,,,
Standard Class,Home Office,United States,Detroit,Michigan,48227,Central,TEC-MA-3820-990,Technology,Machines,Newell 322,1196.3115,14,0,-188.3655,US-2023-391084,16-01-2021,,,
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,FUR-FU-2976-647,Furniture,Furnishings,Bush Somerset Bookcase,85.618,1,0.8,5.1439,US-2024-985175,08-07-2021,,,
First Class,Home Office,United States,Chicago,Illinois,60623,Central,OFF-BI-4765-138,Office Supplies,Binders,Xerox 1967,1841.1057,8,0.2,-218.4747,US-2021-630087,20-11-2023,,,
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-ST-6626-477,Office Supplies,Storage,Bretford Conference Table,2848.17,9,,,,,,,
First Class,Corporate,United States,Seattle,Washington,98103,West,TEC-CO-5510-260,Technology,Copiers,Fellowes Binder,1828.4347,3,0.1,400.9379,US-2022-219046,04-07-2022,,,
First Class,Home Office,United States,Jacksonville,Florida,32216,South,OFF-AR-5811-760,Office Supplies,Art,Bush Somerset Bookcase,1695.2365,10,0.15,258.2125,US-2020-250755,15-01-2024,,,
Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,TEC-PH-5244-705,Technology,Phones,Bush Somerset Bookcase,782.4565,13,0,154.1877,US-2022-642002,21-07-2021,,,
First Class,Home Office,United States,San Francisco,California,94109,West,TEC-CO-4718-176,Technology,Copiers,Belkin Surge Protector,2442.6296,3,0.6,926.1719,US-2022-134242,02-06-2020,,,
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,FUR-TA-2242-279,Furniture,Tables,Belkin Surge Protector,2435.1566,12,0.8,485.0108,US-2021-605266,TBD,,,
Standard Class,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-8551-913,Office Supplies,Storage,Cisco IP Phone,186.4935,8,0.45,75.9134,US-2024-268961,26-04-2021,,,
First Class,Corporate,United States,Columbus,Ohio,43229,East,TEC-AC-5636-607,Technology,Accessories,Logitech Wireless Mouse,1429.8589,8,0,158.2975,US-2021-510080,10-07-2021,,,
Second Class,Consumer,United States,Dallas,Texas,ZIPCODE,Central,OFF-PA-1123-131,Office Supplies,Paper,Fellowes Binder,1494.2331,4,0.8,724.2671,US-2020-602235,17-11-2020,,,
Second Class,Home Office,United States,Houston,Texas,77036,Central,FUR-CH-3067-117,Furniture,Chairs,Bush Somerset Bookcase,2187.9447,14,0,-391.6431,US-2024-825607,17-05-2021,,,
First Class,Corporate,United States,Fort Lauderdale,Florida,33311,South,TEC-AC-9806-192,Technology,Accessories,Xerox 1967,1235.5985,8,0.6,-61.9971,US-2021-902094,25-03-2022,,,
First Class,Corporate,United States,Columbus,Ohio,43229,East,FUR-CH-9977-764,Furniture,Chairs,Xerox 1967,2565.8779,6,0,543.3864,US-2020-280480,17-03-2023,,,
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,TEC-CO-6617-902,Technology,Copiers,Xerox 1967,2332.9806,3,0.8,-747.3283,US-2021-443076,20-10-2022,,,
First Class,Corporate,United States,Fort Worth,Texas,76106,Central,FUR-TA-2288-619,Furniture,Tables,Bretford Conference Table,1855.3837,8,0.8,-876.8353,US-2020-861460,04-04-2023,EXTRA_COLUMN_HERE,ANOTHER_EXTRA_VALUE,
Standard Class,Home Office,United States,Dallas,Texas,75220,Central,FUR-TA-7365-279,Furniture,Tables,Bretford Conference Table,2015.4148,7,0.3,-1139.8343,US-2022-877453,unknown_date,,,
Same Day,Corporate,United States,New York City,New York,10024,East,FUR-CH-3086-227,Furniture,Chairs,HP Officejet Printer,452.0688,13,0.45,-133.3238,US-2022-213523,03-04-2022,,,
Same Day,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-2941-132,Furniture,Furnishings,Apple iPhone,2865.8095,13,0.15,-1541.9297,US-2024-460901,05-12-2022,,,
Same Day,Consumer,United States,New York City,New York,10024,East,TEC-PH-1363-701,Technology,Phones,Newell 322,1889.4289,6,0,11.2605,US-2020-273950,24-09-2021,,,
Second Class,Consumer,United States,Seattle,Washington,98103,West,OFF-AP-7561-531,Office Supplies,Appliances,Global Push Button Manager Chair,1770.0983,6,0.3,-1011.8835,US-2022-936553,16-11-2021,,,
Second Class,Home Office,United States,Columbus,Ohio,43229,East,OFF-AR-1427-935,Office Supplies,Art,Hon Deluxe Fabric Chair,2420.1577,4,0.1,1020.257,US-2022-315984,06-06-2022,,,
Same Day,Home Office,United States,Fort Lauderdale,Florida,33311,South,TEC-CO-4133-271,Technology,Copiers,3M Storage Bin,1746.694,4,0.6,559.7557,US-2021-554169,07-06-2024,,,
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AP-6253-485,Office Supplies,Appliances,Apple iPhone,51.5385,12,0,-17.928,US-2024-485609,07-08-2022,,,
First Class,Home Office,United States,Newark,New Jersey,7114,East,FUR-TA-1338-835,Furniture,Tables,Xerox 1967,2372.5158,8,0.6,174.9199,US-2020-807245,04-05-2020,,,
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,OFF-AR-6133-407,Office Supplies,Art,Global Push Button Manager Chair,1206.8082,8,0.1,321.6064,US-2023-381842,18-02-2023,,,
First Class,Corporate,United States,Houston,Texas,77036,Central,OFF-AR-8281-167,Office Supplies,Art,Xerox 1967,661.7284,4,0.8,172.1064,US-2022-433562,12-11-2023,,,
First Class,Home Office,United States,Detroit,Michigan,48227,Central,FUR-BO-4851-792,Furniture,Bookcases,Newell 322,2630.2946,4,0.4,580.3045,US-2023-747767,yesterday,,,
Same Day,Home Office,United States,Newark,New Jersey,7114,East,TEC-AC-1973-118,Technology,Accessories,Bush Somerset Bookcase,469.3278,14,0,-79.7384,US-2023-496894,18-05-2020,,,
First Class,Corporate,United States,Detroit,Michigan,48227,Central,TEC-PH-7130-293,Technology,Phones,Apple iPhone,167.403,11,0.8,26.3916,US-2022-328038,15-08-2021,,,
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,TEC-PH-3666-453,Technology,Phones,Global Push Button Manager Chair,1339.6625,5,0,26.9296,US-2023-987833,11-01-2020,,,
Second Class,Home Office,United States,Jacksonville,Florida,32216,South,FUR-FU-8495-630,Furniture,Furnishings,Cisco IP Phone,1517.003,2,0,118.2466,US-2024-952446,13-02-2023,,,
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,TEC-PH-8003-611,Technology,Phones,Bretford Conference Table,1461.3935,9,0,-513.1813,US-2024-974739,11-12-2024,,,
Second Class,Home Office,United States,Los Angeles,California,90036,West,FUR-BO-8292-500,Furniture,Bookcases,Bretford Conference Table,954.4672,6,0.4,-139.7961,US-2020-379883,24-09-2020,,,
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-6903-861,Office Supplies,Paper,Global Push Button Manager Chair,1990.0564,3,0,531.6051,US-2020-118566,14-12-2024,,,
Second Class,Home Office,United States,Henderson,Kentucky,42420,South,TEC-CO-4966-459,Technology,Copiers,Logitech Wireless Mouse,744.3515,2,0.6,53.2439,US-2023-147538,21-09-2020,,,
First Class,Corporate,United States,Chicago,Illinois,60623,Central,TEC-MA-5963-626,Technology,Machines,Bush Somerset Bookcase,2669.3103,14,0.6,-735.6189,US-2024-279359,20-02-2022,,,
Second Class,Consumer,United States,Newark,New Jersey,7114,East,OFF-BI-2422-805,Office Supplies,Binders,Bretford Conference Table,2736.6598,10,0.8,614.6016,US-2022-946713,03-05-2024,,,
Same Day,Corporate,United States,Jacksonville,Florida,32216,South,FUR-FU-9009-601,Furniture,Furnishings,Fellowes Binder,1633.7474,6,0.3,575.6942,US-2020-148859,02-11-2024,,,
Same Day,Home Office,United States,Jacksonville,Florida,32216,South,OFF-PA-5817-807,Office Supplies,Paper,Apple iPhone,2107.4071,8,0.1,-275.0071,US-2023-892425,15-05-2024,,,
Same Day,Consumer,United States,Los Angeles,California,90036,West,TEC-MA-9766-802,Technology,Machines,Hon Deluxe Fabric Chair,1476.4245,8,0,-741.9245,US-2022-904989,22-10-2020,,,
First Class,Home Office,United States,Fort Worth,Texas,76106,Central,TEC-AC-6856-443,Technology,Accessories,Eldon Fold N Roll Cart,1769.3704,4,0.1,383.9885,US-2022-631764,12-01-2020,,,
First Class,Home Office,United States,Seattle,Washington,98103,West,TEC-AC-5998-930,Technology,Accessories,HP Officejet Printer,2983.3174,13,0.3,-1093.5141,US-2021-364578,07-07-2021,,,
Same Day,Home Office,United States,Seattle,Washington,98103,West,OFF-BI-9725-566,Office Supplies,Binders,3M Storage Bin,39.571,5,0.45,18.8793,US-2021-767021,04-08-2020,,,
Standard Class,Corporate,United States,Seattle,Washington,98103,West,FUR-BO-2355-438,Furniture,Bookcases,Eldon Fold N Roll Cart,284.3301,5,0,48.4655,US-2021-275016,04-07-2021,,,
Standard Class,Home Office,United States,Houston,Texas,77036,Central,TEC-CO-7481-653,Technology,Copiers,Newell 322,213.4691,5,0.15,-70.6238,US-2022-411421,22-12-2022,,,
Standard Class,Home Office,United States,New York City,New York,10024,East,OFF-AR-5767-289,Office Supplies,Art,Bush Somerset Bookcase,911.1232,7,0.45,310.7281,US-2023-313647,27-10-2024,,,
Second Class,Home Office,United States,Detroit,Michigan,48227,Central,TEC-AC-5543-343,Technology,Accessories,Hon Deluxe Fabric Chair,1664.5975,9,0.45,417.1186,US-2021-800812,15-12-2024,,,
First Class,Consumer,United States,Houston,Texas,77036,Central,TEC-CO-7263-657,Technology,Copiers,HP Officejet Printer,493.2823,5,0.6,207.0403,US-2020-822769,14-09-2022,,,
Same Day,Home Office,United States,Fort Lauderdale,Florida,33311,South,OFF-AR-7451-738,Office Supplies,Art,HP Officejet Printer,1979.11,9,0.15,-720.9187,US-2022-601299,22-02-2022,,,
First Class,Home Office,United States,New York City,New York,10024,East,OFF-BI-8342-581,Office Supplies,Binders,Hon Deluxe Fabric Chair,494.8265,14,0.15,-115.0241,US-2021-586536,16-03-2022,,,
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-3228-361,Office Supplies,Binders,Bush Somerset Bookcase,2856.5436,3,0.6,1154.6202,US-2022-451194,28-11-2023,,,
Second Class,Corporate,United States,Seattle,Washington,N/A_ZIP,West,OFF-AP-7010-248,Office Supplies,Appliances,Apple iPhone,5.7535,4,0.1,0.3312,US-2023-107296,02-08-2021,,,
First Class,Home Office,United States,Columbus,Ohio,43229,East,OFF-ST-7030-785,Office Supplies,Storage,Belkin Surge Protector,1827.369,3,0.8,279.1764,US-2022-505321,27-07-2023,,,
Standard Class,Home Office,United States,Seattle,Washington,98103,West,OFF-AR-3142-398,Office Supplies,Art,Fellowes Binder,1479.9798,2,0.15,-149.2302,,,,,
Second Class,Corporate,United States,Seattle,Washington,98103,West,FUR-CH-4512-457,Furniture,Chairs,Eldon Fold N Roll Cart,1188.1696,2,0.6,-224.1858,US-2020-232012,22-08-2023,,,
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-1631-801,Office Supplies,Paper,Apple iPhone,724.6541,14,0.15,29.4649,US-2020-225234,09-06-2022,,,
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-MA-7283-829,Technology,Machines,Eldon Fold N Roll Cart,1937.218,12,0.3,834.615,US-2024-158493,02-10-2024,,,
First Class,Home Office,United States,Los Angeles,California,90036,West,OFF-ST-2866-699,Office Supplies,Storage,Xerox 1967,197.3498,13,0.45,74.9209,US-2022-118519,25-01-2023,,,
First Class,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-8320-337,Office Supplies,Paper,Fellowes Binder,184.4593,10,0.45,87.2975,US-2021-441815,25-08-2024,,,
Same Day,Consumer,United States,San Francisco,California,94109,West,OFF-ST-5266-343,Office Supplies,Storage,Newell 322,2127.1492,3,0.15,773.2457,US-2023-374306,05-12-2020,,,
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-TA-9679-592,Furniture,Tables,Apple iPhone,359.7646,9,0.1,108.3128,US-2021-693047,17-05-2020,,,
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-6757-521,Furniture,Furnishings,Apple iPhone,615.8859,5,0,192.9531,US-2024-780773,09-11-2022,,,
First Class,Home Office,United States,Seattle,Washington,98103,West,OFF-AR-3622-410,Office Supplies,Art,Logitech Wireless Mouse,2118.7914,1,0.6,-1043.8889,US-2020-842433,09-12-2021,TOO,MANY,COLUMNS
First Class,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-7726-277,Office Supplies,Storage,Logitech Wireless Mouse,467.3783,7,0,-125.428,US-2021-345333,12-06-2020,,,
First Class,Consumer,United States,Fort Worth,Texas,76106,Central,OFF-AR-4195-155,Office Supplies,Art,Logitech Wireless Mouse,2705.5333,10,0,-1339.4243,US-2020-761586,21-08-2020,TOO,MANY,COLUMNS
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,TEC-CO-4488-260,Technology,Copiers,Hon Deluxe Fabric Chair,1816.0756,4,0.4,-717.6224,US-2020-575125,11-03-2022,,,
Second Class,Consumer,United States,Dallas,Texas,75220,Central,TEC-PH-9342-269,Technology,Phones,Hon Deluxe Fabric Chair,824.6336,11,0,-292.1142,US-2022-961633,01-09-2021,,,
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-CO-8389-609,Technology,Copiers,Global Push Button Manager Chair,1067.6177,10,0.45,100.0292,US-2023-830093,11-06-2020,,,
First Class,Consumer,United States,Jacksonville,Florida,32216,South,OFF-AP-6311-319,Office Supplies,Appliances,Belkin Surge Protector,2573.0746,11,0,261.8529,US-2020-780081,24-09-2022,,,
Same Day,Consumer,United States,Henderson,Kentucky,42420,South,FUR-FU-5301-732,Furniture,Furnishings,Bretford Conference Table,2959.6694,12,0.3,735.9909,US-2020-124147,23-02-2022,,,
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-MA-2624-483,Technology,Machines,Bush Somerset Bookcase,756.4686,1,0,13.6934,US-2024-443928,08-09-2021,,,
Second Class,Home Office,United States,Jacksonville,Florida,32216,South,TEC-CO-7592-641,Technology,Copiers,Fellowes Binder,2669.8643,11,0.1,585.9306,US-2022-424697,27-03-2021,,,
Second Class,Corporate,United States,San Francisco,California,94109,West,TEC-AC-1815-547,Technology,Accessories,Hon Deluxe Fabric Chair,2154.4277,2,0.4,121.3021,US-2021-989710,16-12-2021,,,
Standard Class,Consumer,United States,Newark,New Jersey,7114,East,TEC-PH-9544-514,Technology,Phones,Bush Somerset Bookcase,2164.6967,10,0,-925.8387,US-2023-137432,21-06-2023,,,
First Class,Home Office,United States,Columbus,Ohio,43229,East,OFF-AP-3876-789,Office Supplies,Appliances,HP Officejet Printer,2559.7154,1,0.1,964.4817,US-2020-426664,20-09-2020,,,
Same Day,Corporate,United States,Dallas,Texas,75220,Central,OFF-PA-6457-174,Office Supplies,Paper,Logitech Wireless Mouse,1639.1122,13,0,-184.0489,US-2022-417877,27-03-2024,,,
Same Day,Home Office,United States,San Francisco,California,94109,West,TEC-MA-2295-385,Technology,Machines,Xerox 1967,502.9061,6,0.45,-70.9928,US-2020-919866,10-05-2020,,,
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,FUR-TA-3768-778,Furniture,Tables,Hon Deluxe Fabric Chair,584.7682,3,0.2,267.4039,US-2024-143572,16-05-2022,,,
Standard Class,Home Office,United States,Fort Worth,Texas,76106,Central,FUR-BO-7227-791,Furniture,Bookcases,3M Storage Bin,183.4901,2,0.45,-78.9153,US-2020-828813,28-05-2022,,,
First Class,Corporate,United States,Columbus,Ohio,UNKNOWN,East,OFF-AP-2014-308,Office Supplies,Appliances,Global Push Button Manager Chair,948.039,13,0.6,470.3341,US-2024-424068,08-06-2020,,,
Same Day,Corporate,United States,Dallas,Texas,75220,Central,TEC-MA-9026-886,Technology,Machines,Apple iPhone,326.2255,4,0.8,-144.7828,US-2024-523519,22-12-2023,,,
Standard Class,Consumer,United States,New York City,New York,10024,East,OFF-AR-2494-803,Office Supplies,Art,Bush Somerset Bookcase,1817.1861,13,0.15,-821.2373,US-2022-282114,18-11-2022,,,
First Class,Corporate,United States,Houston,Texas,77036,Central,FUR-FU-2261-458,Furniture,Furnishings,Hon Deluxe Fabric Chair,1361.7806,10,0.6,163.2414,US-2022-302200,17-04-2020,,,
Second Class,Home Office,United States,Chicago,Illinois,60623,Central,OFF-BI-3235-912,Office Supplies,Binders,Bretford Conference Table,1329.1033,5,0.4,326.8088,US-2024-142267,08-06-2024,,,
Same Day,Corporate,United States,Los Angeles,California,90036,West,FUR-FU-2331-487,Furniture,Furnishings,Eldon Fold N Roll Cart,2682.498,6,0.15,-60.6831,US-2022-942957,21-12-2021,,,
First Class,Home Office,United States,Detroit,Michigan,48227,Central,OFF-BI-9748-792,Office Supplies,Binders,Fellowes Binder,671.6069,11,0.15,151.5882,US-2022-876833,17-10-2024,,,
First Class,Consumer,United States,New York City,New York,10024,East,TEC-AC-6851-443,Technology,Accessories,Newell 322,926.0199,7,0,-502.2574,US-2024-435291,TBD,,,
Same Day,Consumer,United States,Detroit,Michigan,48227,Central,FUR-CH-3609-556,Furniture,Chairs,Cisco IP Phone,40.0636,13,0.45,-17.6047,US-2022-775096,23-06-2023,,,
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,TEC-MA-5034-535,Technology,Machines,Fellowes Binder,582.127,9,0.45,76.96,US-2020-904590,07-05-2020,,,
First Class,Corporate,United States,Chicago,Illinois,60623,Central,TEC-CO-1324-630,Technology,Copiers,Bush Somerset Bookcase,2943.3426,3,0,891.384,US-2022-392161,01-06-2021,,,
Second Class,Home Office,United States,Newark,New Jersey,7114,East,OFF-ST-1059-150,Office Supplies,Storage,3M Storage Bin,1972.7861,6,0.4,379.219,US-2020-586507,03-04-2023,,,
Same Day,Corporate,United States,Fort Worth,Texas,76106,Central,FUR-CH-6679-861,Furniture,Chairs,Bretford Conference Table,303.4522,1,-,-37.7244,US-2022-550537,09-10-2023,,,
Second Class,Home Office,United States,New York City,New York,10024,East,TEC-PH-6737-154,Technology,Phones,Fellowes Binder,1960.2082,13,0.15,357.5753,US-2021-806472,15-05-2022,,,
Same Day,Consumer,United States,Fort Lauderdale,Florida,33311,South,OFF-AR-7784-502,Office Supplies,Art,Bush Somerset Bookcase,1630.2441,3,0,-159.2835,US-2023-525650,13-09-2023,,,
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-1358-410,Office Supplies,Binders,Newell 322,1990.1436,8,0.6,679.5569,US-2020-121157,22-05-2020,,,
Standard Class,Home Office,United States,Houston,Texas,77036,Central,FUR-CH-8693-440,Furniture,Chairs,Belkin Surge Protector,1308.064,4,0,-40.8992,US-2024-310805,04-09-2021,,,
First Class,Home Office,United States,Chicago,Illinois,60623,Central,TEC-CO-3437-943,Technology,Copiers,Hon Deluxe Fabric Chair,586.6996,8,0,46.9219,US-2023-164809,23-10-2020,,,
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AR-8045-628,Office Supplies,Art,HP Officejet Printer,209.1803,2,0,-36.4898,US-2020-214448,02-10-2022,,,
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AR-3238-712,Office Supplies,Art,Fellowes Binder,549.2953,1,0.15,,,,,,
First Class,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-AR-7232-148,Office Supplies,Art,Global Push Button Manager Chair,2398.4482,5,0.6,-1028.2295,US-2024-972328,26-01-2021,,,
First Class,Home Office,United States,Chicago,Illinois,60623,Central,OFF-ST-4380-569,Office Supplies,Storage,HP Officejet Printer,1759.6923,N/A,0.3,-225.1632,US-2023-151366,25-08-2024,,,
Same Day,Corporate,United States,San Francisco,California,94109,West,OFF-AR-1863-550,Office Supplies,Art,Fellowes Binder,683.7862,9,0.2,-322.7019,US-2022-889062,06-03-2023,,,
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,TEC-MA-2166-743,Technology,Machines,Xerox 1967,977.946,8,0.4,140.142,US-2020-962968,26-05-2022,,,
Second Class,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AR-3872-314,Office Supplies,Art,Apple iPhone,1063.7556,9,0.4,-552.2351,US-2024-708724,03-12-2024,,,
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,OFF-AR-9017-633,Office Supplies,Art,HP Officejet Printer,140.7604,8,0.4,63.2085,US-2022-784543,28-04-2021,,,
Second Class,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-5237-232,Furniture,Furnishings,Xerox 1967,1229.6803,9,0.2,513.7861,US-2023-916419,01-07-2024,,,
Second Class,Corporate,United States,Los Angeles,California,90036,West,TEC-AC-7181-768,Technology,Accessories,Fellowes Binder,1036.1617,7,0.15,-163.2495,US-2022-752262,12-11-2020,,,
First Class,Home Office,United States,Jacksonville,Florida,32216,South,FUR-CH-1143-478,Furniture,Chairs,Belkin Surge Protector,549.5414,5,0,66.5221,US-2020-800310,27-07-2021,,,
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,FUR-FU-1706-207,Furniture,Furnishings,Bretford Conference Table,2941.6242,12,0,-1262.8895,US-2024-286806,22-09-2022,TOO,MANY,COLUMNS
First Class,Home Office,United States,New York City,New York,10024,East,FUR-TA-3198-821,Furniture,Tables,Apple iPhone,2115.6329,11,0,203.2546,US-2024-662780,26-10-2023,,,
Second Class,Home Office,United States,Newark,New Jersey,7114,East,FUR-TA-8165-685,Furniture,Tables,Xerox 1967,2550.7617,8,0.15,1201.8169,US-2021-734381,19-08-2024,,,
Standard Class,Consumer,United States,Newark,New Jersey,7114,East,TEC-CO-7443-685,Technology,Copiers,Apple iPhone,514.8818,3,0,-248.5171,US-2024-214025,17-12-2020,,,
First Class,Consumer,United States,Houston,Texas,77036,Central,TEC-PH-3177-722,Technology,Phones,Belkin Surge Protector,2968.4866,1,0,876.3469,US-2023-372994,27-10-2021,,,
Same Day,Consumer,United States,Houston,Texas,ZIPCODE,Central,FUR-BO-4259-940,Furniture,Bookcases,HP Officejet Printer,2215.8316,5,0.6,124.5637,US-2021-254094,28-02-2024,,,
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-MA-9692-157,Technology,Machines,Belkin Surge Protector,1114.4766,1,0.3,58.0639,US-2021-162841,13-12-2021,,,
First Class,Consumer,United States,Dallas,Texas,75220,Central,OFF-AR-5721-635,Office Supplies,Art,Global Push Button Manager Chair,1111.9133,7,0.8,-265.9505,US-2022-420568,27-03-2022,,,
Same Day,Consumer,United States,Detroit,Michigan,48227,Central,FUR-BO-6861-103,Furniture,Bookcases,Hon Deluxe Fabric Chair,185.4079,2,0.15,42.0727,US-2024-509557,12-02-2022,,,
Standard Class,Home Office,United States,Newark,New Jersey,7114,East,TEC-CO-7508-312,Technology,Copiers,Xerox 1967,1913.1076,8,0.8,-951.481,US-2020-378406,06-01-2024,,,
Second Class,Home Office,United States,Detroit,Michigan,48227,Central,OFF-AP-7505-551,Office Supplies,Appliances,Bretford Conference Table,1591.5626,3,0,740.257,US-2021-922190,04-06-2022,,,
First Class,Corporate,United States,Fort Lauderdale,Florida,33311,South,OFF-AR-8924-170,Office Supplies,Art,Global Push Button Manager Chair,2463.9619,10,0.15,570.7431,US-2021-335673,10-05-2024,,,
Second Class,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-2359-477,Furniture,Furnishings,Logitech Wireless Mouse,653.1691,9,0.15,-211.3401,US-2023-777200,12-10-2024,,,
